name,part,fmax,lut,registers,bram,dsp,luts_available,utilisation
6xFIR_760xS832,xc7k410tfbg900-1,168.6056,200089,80184,0,390,254200,78.7132
7xFIR_10xS832,xc7k410tfbg900-1,222.1235,43345,71985,0,455,254200,17.0515
7xFIR_60xS832,xc7k410tfbg900-1,218.7227,55544,73185,0,455,254200,21.8505
7xFIR_110xS832,xc7k410tfbg900-1,200.7629,66611,74385,0,455,254200,26.2042
7xFIR_160xS832,xc7k410tfbg900-1,179.1152,77351,75585,0,455,254200,30.4292
7xFIR_210xS832,xc7k410tfbg900-1,192.2338,89130,76785,0,455,254200,35.0629
7xFIR_260xS832,xc7k410tfbg900-1,181.1594,100660,77985,0,455,254200,39.5987
7xFIR_310xS832,xc7k410tfbg900-1,196.8892,111379,79708,0,455,254200,43.8155
7xFIR_360xS832,xc7k410tfbg900-1,170.9110,122782,80908,0,455,254200,48.3013
7xFIR_410xS832,xc7k410tfbg900-1,171.7918,134443,82108,0,455,254200,52.8887
7xFIR_460xS832,xc7k410tfbg900-1,178.3167,145266,83308,0,455,254200,57.1463
7xFIR_510xS832,xc7k410tfbg900-1,167.7571,155394,84508,0,455,254200,61.1306
7xFIR_560xS832,xc7k410tfbg900-1,168.3785,167203,85708,0,455,254200,65.7762
7xFIR_610xS832,xc7k410tfbg900-1,169.6065,179139,86908,0,455,254200,70.4717
7xFIR_660xS832,xc7k410tfbg900-1,173.7318,189655,88108,0,455,254200,74.6086
7xFIR_710xS832,xc7k410tfbg900-1,171.4972,198778,89308,0,455,254200,78.1975
8xFIR_10xS832,xc7k410tfbg900-1,224.0143,49160,82232,0,520,254200,19.3391
8xFIR_60xS832,xc7k410tfbg900-1,222.1729,61106,83432,0,520,254200,24.0386
8xFIR_110xS832,xc7k410tfbg900-1,209.0301,73073,84632,0,520,254200,28.7463
8xFIR_160xS832,xc7k410tfbg900-1,202.5932,84036,85832,0,520,254200,33.0590
8xFIR_210xS832,xc7k410tfbg900-1,176.3668,95351,87032,0,520,254200,37.5102
8xFIR_260xS832,xc7k410tfbg900-1,174.5505,105619,88232,0,520,254200,41.5496
8xFIR_310xS832,xc7k410tfbg900-1,177.1165,116412,90032,0,520,254200,45.7954
8xFIR_360xS832,xc7k410tfbg900-1,174.4287,127439,91232,0,520,254200,50.1334
8xFIR_410xS832,xc7k410tfbg900-1,174.2464,139182,92432,0,520,254200,54.7530
8xFIR_460xS832,xc7k410tfbg900-1,163.0789,150292,93632,0,520,254200,59.1235
8xFIR_510xS832,xc7k410tfbg900-1,172.5923,161442,94832,0,520,254200,63.5098
8xFIR_560xS832,xc7k410tfbg900-1,165.1255,173879,96032,0,520,254200,68.4024
8xFIR_610xS832,xc7k410tfbg900-1,168.0108,183667,97232,0,520,254200,72.2530
8xFIR_660xS832,xc7k410tfbg900-1,168.4920,194936,98432,0,520,254200,76.6861
8xFIR_710xS832,xc7k410tfbg900-1,172.2356,201381,99632,0,520,254200,79.2215
9xFIR_10xS832,xc7k410tfbg900-1,226.5006,54970,92479,0,585,254200,21.6247
9xFIR_60xS832,xc7k410tfbg900-1,206.3983,66864,93679,0,585,254200,26.3037
9xFIR_110xS832,xc7k410tfbg900-1,193.4985,77752,94879,0,585,254200,30.5869
9xFIR_160xS832,xc7k410tfbg900-1,193.6108,89492,96079,0,585,254200,35.2054
9xFIR_210xS832,xc7k410tfbg900-1,174.8557,99761,97956,0,585,254200,39.2451
9xFIR_260xS832,xc7k410tfbg900-1,180.0180,111432,98479,0,585,254200,43.8363
9xFIR_310xS832,xc7k410tfbg900-1,175.4694,123034,100356,0,585,254200,48.4005
9xFIR_360xS832,xc7k410tfbg900-1,166.4447,133116,101556,0,585,254200,52.3666
9xFIR_410xS832,xc7k410tfbg900-1,171.2915,144092,102756,0,585,254200,56.6845
9xFIR_460xS832,xc7k410tfbg900-1,179.1473,155594,103956,0,585,254200,61.2093
9xFIR_510xS832,xc7k410tfbg900-1,172.6221,167345,105156,0,585,254200,65.8320
9xFIR_560xS832,xc7k410tfbg900-1,170.7359,178351,106356,0,585,254200,70.1617
9xFIR_610xS832,xc7k410tfbg900-1,169.1761,189584,107556,0,585,254200,74.5806
9xFIR_660xS832,xc7k410tfbg900-1,171.6738,198963,108756,0,585,254200,78.2703
10xFIR_10xS832,xc7k410tfbg900-1,219.4908,60769,102726,0,650,254200,23.9060
10xFIR_60xS832,xc7k410tfbg900-1,213.8123,72706,103926,0,650,254200,28.6019
10xFIR_110xS832,xc7k410tfbg900-1,191.4608,84010,105126,0,650,254200,33.0488
10xFIR_160xS832,xc7k410tfbg900-1,179.3079,95336,106326,0,650,254200,37.5043
10xFIR_210xS832,xc7k410tfbg900-1,177.9043,105982,107526,0,650,254200,41.6924
10xFIR_260xS832,xc7k410tfbg900-1,174.7641,117267,108726,0,650,254200,46.1318
10xFIR_310xS832,xc7k410tfbg900-1,175.4386,127737,110680,0,650,254200,50.2506
10xFIR_360xS832,xc7k410tfbg900-1,170.7067,138804,111880,0,650,254200,54.6042
10xFIR_410xS832,xc7k410tfbg900-1,176.7409,150113,113080,0,650,254200,59.0531
10xFIR_460xS832,xc7k410tfbg900-1,174.1553,161164,114280,0,650,254200,63.4005
10xFIR_510xS832,xc7k410tfbg900-1,172.0578,172747,115480,0,650,254200,67.9571
10xFIR_560xS832,xc7k410tfbg900-1,165.6452,184311,116680,0,650,254200,72.5063
10xFIR_610xS832,xc7k410tfbg900-1,173.3703,195023,117880,0,650,254200,76.7203
10xFIR_660xS832,xc7k410tfbg900-1,171.7623,202939,119080,0,650,254200,79.8344
11xFIR_10xS832,xc7k410tfbg900-1,226.2955,66668,112973,0,715,254200,26.2266
11xFIR_60xS832,xc7k410tfbg900-1,217.7700,78817,114173,0,715,254200,31.0059
11xFIR_110xS832,xc7k410tfbg900-1,204.5827,90208,115373,0,715,254200,35.4870
11xFIR_160xS832,xc7k410tfbg900-1,182.7485,101133,116573,0,715,254200,39.7848
11xFIR_210xS832,xc7k410tfbg900-1,179.6945,111811,117773,0,715,254200,43.9854
11xFIR_260xS832,xc7k410tfbg900-1,170.8818,123306,118973,0,715,254200,48.5075
11xFIR_310xS832,xc7k410tfbg900-1,168.3218,133599,121004,0,715,254200,52.5566
11xFIR_360xS832,xc7k410tfbg900-1,176.6472,144725,122204,0,715,254200,56.9335
11xFIR_410xS832,xc7k410tfbg900-1,170.7359,155713,123404,0,715,254200,61.2561
11xFIR_460xS832,xc7k410tfbg900-1,176.3047,167218,124604,0,715,254200,65.7821
11xFIR_510xS832,xc7k410tfbg900-1,172.1763,178116,125804,0,715,254200,70.0692
11xFIR_560xS832,xc7k410tfbg900-1,169.9524,189995,127004,0,715,254200,74.7423
11xFIR_610xS832,xc7k410tfbg900-1,170.6485,200514,128204,0,715,254200,78.8804
12xFIR_10xS832,xc7k410tfbg900-1,223.5636,72538,123220,0,780,254200,28.5358
12xFIR_60xS832,xc7k410tfbg900-1,218.1501,84710,124420,0,780,254200,33.3242
12xFIR_110xS832,xc7k410tfbg900-1,199.8801,95195,125620,0,780,254200,37.4489
12xFIR_160xS832,xc7k410tfbg900-1,176.2736,106814,126820,0,780,254200,42.0197
12xFIR_210xS832,xc7k410tfbg900-1,176.3668,117263,128020,0,780,254200,46.1302
12xFIR_260xS832,xc7k410tfbg900-1,176.1804,128962,129220,0,780,254200,50.7325
12xFIR_310xS832,xc7k410tfbg900-1,175.6543,139002,131328,0,780,254200,54.6821
12xFIR_360xS832,xc7k410tfbg900-1,172.9505,150377,132528,0,780,254200,59.1570
12xFIR_410xS832,xc7k410tfbg900-1,168.4069,161634,133728,0,780,254200,63.5854
12xFIR_460xS832,xc7k410tfbg900-1,170.7942,172610,134928,0,780,254200,67.9032
12xFIR_510xS832,xc7k410tfbg900-1,163.7465,183914,136128,0,780,254200,72.3501
12xFIR_560xS832,xc7k410tfbg900-1,174.9475,195357,137328,0,780,254200,76.8517
12xFIR_610xS832,xc7k410tfbg900-1,172.3544,204213,138528,0,780,254200,80.3356
13xFIR_10xS832,xc7k410tfbg900-1,225.2252,78402,133467,0,845,254200,30.8426
13xFIR_60xS832,xc7k410tfbg900-1,216.4502,90407,134667,0,845,254200,35.5653
13xFIR_110xS832,xc7k410tfbg900-1,197.4334,101581,135867,0,845,254200,39.9611
13xFIR_160xS832,xc7k410tfbg900-1,181.6860,112701,137067,0,845,254200,44.3356
13xFIR_210xS832,xc7k410tfbg900-1,177.6830,123592,138267,0,845,254200,48.6200
13xFIR_260xS832,xc7k410tfbg900-1,169.4915,134527,139467,0,845,254200,52.9217
13xFIR_310xS832,xc7k410tfbg900-1,174.4896,145185,141652,0,845,254200,57.1145
13xFIR_360xS832,xc7k410tfbg900-1,174.1553,156137,142852,0,845,254200,61.4229
13xFIR_410xS832,xc7k410tfbg900-1,169.4341,167368,144052,0,845,254200,65.8411
13xFIR_460xS832,xc7k410tfbg900-1,172.8310,178415,145252,0,845,254200,70.1869
13xFIR_510xS832,xc7k410tfbg900-1,172.6519,189777,146452,0,845,254200,74.6566
